ForagingGround,Species,CCL_cm,CCW_cm,Weight_Kg,CalendarWeek
Creek,Species_5,48.2,45.3,14.012,15
Ocean,Species_5,46.0,43.7,13.5,20
Ocean,Species_6,33.0,31.2,4.48,43
Ocean,Species_5,42.0,40.9,7.8,47
Creek,Species_5,43.4,42.7,10.059999999999999,25
Creek,Species_6,59.2,51.33,20.17,27
Creek,Species_5,48.2,46.0,14.66,13
Ocean,Species_5,56.1,53.0,21.0,21
Creek,Species_6,33.3,30.9,6.5,10
Creek,Species_5,36.8,36.1,5.808,50
Creek,Species_6,45.5,42.4,11.95,0
Creek,Species_5,41.46,38.9,8.21,44
Creek,Species_6,29.2,27.5,2.6,33
Ocean,Species_5,42.5,40.5,9.16,20
Ocean,Species_6,37.0,34.8,6.5,24
Ocean,Species_6,36.3,33.03,5.4,8
Creek,Species_5,54.3,48.8,17.44,51
Ocean,Species_5,45.0,45.0,11.322,0
Creek,Species_5,39.0,37.5,6.7,23
Creek,Species_5,38.0,36.1,7.1,44
Creek,Species_5,44.2,43.2,10.0,48
Ocean,Species_5,32.73,30.87,3.97,22
Creek,Species_6,36.68,36.13,5.39,31
Ocean,Species_6,46.1,41.0,11.55,18
Creek,Species_5,57.0,53.5,21.872000000000003,49
Ocean,Species_5,40.7,39.9,7.767999999999999,36
Ocean,Species_5,66.5,58.4,35.5,26
Creek,Species_5,69.0,59.7,36.07,15
Creek,Species_6,35.2,32.8,4.71,23
Ocean,Species_5,48.2,43.6,13.622,9
Ocean,Species_6,34.8,33.9,4.5,37
Ocean,Species_6,37.87,37.9,6.38,47
Creek,Species_5,41.9,38.6,8.484,19
Creek,Species_5,44.8,41.8,10.532,45
Creek,Species_5,36.33,35.43,6.39,47
Ocean,Species_5,42.13,42.07,9.58,28
Creek,Species_5,47.8,41.3,11.718,28
Creek,Species_5,43.83,40.33,9.9,21
Ocean,Species_6,31.6,28.6,3.5,17
Creek,Species_5,55.0,49.3,18.395999999999997,49
Ocean,Species_6,35.2,33.2,6.5,5
Ocean,Species_6,35.1,31.0,4.6,14
Ocean,Species_6,53.1,47.5,16.2,10
Creek,Species_5,50.6,46.7,15.5,1
Ocean,Species_6,5.1,4.3,0.11666666666666665,23
Creek,Species_5,43.5,40.1,9.612,5
Creek,Species_6,40.2,37.0,6.96,30
Creek,Species_6,42.1,38.0,8.04,17
Creek,Species_5,48.5,43.5,11.8,0
Ocean,Species_6,37.0,34.03,5.55,49
Ocean,Species_5,60.1,55.1,26.5,23
Ocean,Species_6,39.7,35.6,7.35,21
Creek,Species_5,39.53,36.7,7.43,22
Creek,Species_5,41.4,42.0,9.37,35
Ocean,Species_5,36.4,36.8,5.61,39
Creek,Species_5,34.0,33.6,6.16,32
Creek,Species_5,42.0,40.0,9.5,10
Ocean,Species_6,30.57,29.33,3.64,20
Creek,Species_5,56.8,49.8,19.078,33
Creek,Species_6,30.1,28.6,2.85,17
Creek,Species_5,60.4,53.5,25.968,52
Ocean,Species_6,36.0,34.0,5.78,21
Creek,Species_5,59.2,51.9,25.454,41
Ocean,Species_6,31.4,28.7,4.02,45
Ocean,Species_6,37.0,36.6,5.74,17
Creek,Species_5,59.4,55.3,25.612000000000002,5
Creek,Species_5,36.0,34.2,5.5,39
Ocean,Species_5,44.3,41.2,10.841999999999999,0
Creek,Species_5,40.5,38.5,7.938000000000001,12
Creek,Species_6,34.1,31.2,4.44,49
Creek,Species_5,43.5,42.3,11.5,12
Ocean,Species_6,38.1,35.0,7.17,23
Creek,Species_5,41.7,38.4,8.173999999999998,4
Creek,Species_5,43.7,41.5,9.2,14
Ocean,Species_6,33.3,28.9,3.7920000000000003,41
Creek,Species_5,44.5,40.0,11.5,1
Ocean,Species_5,32.53,32.03,3.79,39
Ocean,Species_5,67.0,61.5,37.5,39
Creek,Species_5,59.9,54.9,24.959999999999997,10
Creek,Species_5,37.8,37.8,7.5,2
Creek,Species_5,38.1,37.4,7.08,21
Creek,Species_5,42.0,39.4,10.03,49
Creek,Species_6,34.0,31.0,4.93,24
Ocean,Species_5,43.8,42.4,10.474,28
Ocean,Species_6,32.1,29.7,3.37,42
Creek,Species_5,38.2,37.0,5.0,21
Creek,Species_5,39.5,36.6,6.6,46
Ocean,Species_6,40.4,36.0,6.2,38
Ocean,Species_6,43.8,41.4,10.246,51
Creek,Species_5,51.1,47.1,17.0,17
Creek,Species_6,30.5,25.9,3.55,35
Creek,Species_5,58.3,54.4,23.038,51
Ocean,Species_6,42.9,40.8,8.5,35
Creek,Species_5,51.9,46.9,16.5,49
Ocean,Species_5,70.7,62.6,37.995999999999995,36
Creek,Species_6,53.4,49.9,19.35,51
Ocean,Species_5,46.3,43.9,12.038,6
Creek,Species_5,48.4,44.6,14.95,34
Creek,Species_5,38.9,36.8,6.792,9
Creek,Species_5,68.5,59.9,35.274,8
Ocean,Species_6,30.5,27.7,3.83,21
Creek,Species_5,53.5,49.0,17.660000000000004,32
Creek,Species_5,40.6,37.3,7.0,13
Creek,Species_6,32.6,30.4,5.09,45
Creek,Species_6,31.8,28.0,4.01,15
Creek,Species_5,36.2,34.9,5.336,4
Creek,Species_5,57.2,52.8,22.5,22
Creek,Species_5,38.2,37.0,8.5,24
Creek,Species_5,43.2,42.5,8.81,21
Creek,Species_6,52.9,49.8,14.92,1
Creek,Species_5,67.5,64.8,38.5,50
Creek,Species_5,44.6,42.5,10.67,33
Ocean,Species_6,29.5,27.4,3.05,41
Creek,Species_6,34.75,30.75,3.6,48
Creek,Species_6,33.0,30.5,3.5,23
Creek,Species_5,39.0,38.8,7.336,8
Creek,Species_5,45.8,44.6,12.0,43
Ocean,Species_4,81.0,77.8,73.5,29
Ocean,Species_6,33.5,31.5,6.5,8
Ocean,Species_6,36.7,34.9,6.32,14
Creek,Species_6,45.8,41.7,10.280000000000001,22
Creek,Species_5,51.5,48.7,16.6,3
Ocean,Species_5,50.9,47.6,19.5,47
Ocean,Species_5,37.5,34.8,6.5,50
Creek,Species_6,57.2,50.5,17.6,1
Ocean,Species_6,55.6,48.1,15.2,6
Ocean,Species_6,31.47,29.87,3.3,4
Creek,Species_5,50.6,47.4,15.55,51
Creek,Species_6,37.5,34.3,5.0,4
Creek,Species_5,44.7,41.0,11.0,15
Creek,Species_5,44.0,41.6,9.95,3
Creek,Species_6,37.5,35.1,5.75,46
Ocean,Species_6,36.5,35.2,6.35,14
Creek,Species_5,52.3,47.8,16.529999999999998,45
Ocean,Species_5,47.7,47.8,12.5,40
Creek,Species_6,41.87,38.9,8.16,31
Ocean,Species_5,63.4,58.6,27.6,38
Ocean,Species_5,66.6,61.7,35.976,50
Creek,Species_5,37.3,36.7,6.5,36
Creek,Species_5,57.9,53.0,22.5,43
Creek,Species_5,60.9,55.2,27.0,2
Creek,Species_6,29.3,27.5,2.7,40
Creek,Species_5,41.4,39.2,8.286,47
Creek,Species_6,57.8,50.4,19.2,50
Ocean,Species_6,30.4,28.7,3.0,41
Creek,Species_5,56.9,51.5,20.99,33
Creek,Species_6,37.6,32.9,5.75,42
Creek,Species_5,36.0,33.0,4.98,6
Creek,Species_6,38.0,35.9,6.5,24
Creek,Species_6,39.4,36.4,7.36,13
Creek,Species_5,43.1,41.3,10.39,33
Creek,Species_5,63.6,61.1,30.406,25
Creek,Species_5,46.7,45.6,13.01,43
Creek,Species_5,47.0,45.5,12.588000000000001,18
Ocean,Species_6,44.0,41.0,10.6,20
Creek,Species_5,41.83,39.37,9.46,40
Creek,Species_5,49.7,45.8,14.638,44
Creek,Species_5,37.5,36.5,5.85,18
Ocean,Species_5,101.0,89.9,120.91,1
Creek,Species_5,42.6,39.5,8.576,46
Creek,Species_6,43.0,40.4,10.5,37
Ocean,Species_6,39.0,36.0,6.4,47
Creek,Species_5,55.7,51.0,20.242,1
Creek,Species_5,58.6,56.3,25.619999999999997,43
Ocean,Species_5,61.9,56.9,27.822000000000003,42
Creek,Species_5,57.5,52.0,24.5,40
Ocean,Species_6,31.4,29.5,3.6,38
Creek,Species_5,41.15,38.5,8.08,31
Creek,Species_5,36.3,35.5,5.85,0
Ocean,Species_6,60.5,55.5,25.651999999999997,40
Creek,Species_5,44.6,42.5,10.67,51
Ocean,Species_6,38.0,37.3,6.0,19
Creek,Species_5,49.37,46.57,12.82,8
Creek,Species_5,48.1,47.2,14.5,42
Creek,Species_6,30.73,27.7,4.79,30
Creek,Species_6,55.3,48.2,15.9,31
Creek,Species_6,29.1,26.3,2.79,26
Creek,Species_5,42.2,39.5,9.7,0
Creek,Species_6,37.5,33.4,5.49,26
Creek,Species_5,40.0,38.6,7.846000000000001,47
Creek,Species_6,43.0,37.9,9.5,46
Ocean,Species_6,37.0,34.1,5.2,25
Creek,Species_5,37.1,36.0,7.5,48
Ocean,Species_6,32.0,30.4,4.0,10
Creek,Species_5,50.0,45.1,14.5,18
Creek,Species_6,31.6,29.0,3.63,15
Ocean,Species_6,31.4,31.7,4.0,26
Ocean,Species_6,37.9,36.2,7.5,41
Creek,Species_6,41.1,36.3,6.84,35
Ocean,Species_5,34.7,33.0,5.3100000000000005,31
Creek,Species_5,39.5,38.3,8.0,32
Ocean,Species_5,42.7,41.6,9.65,1
Creek,Species_5,69.0,61.0,35.0,39
Creek,Species_5,33.1,32.5,4.0,43
Ocean,Species_6,37.1,35.9,5.1,51
Ocean,Species_5,38.8,39.5,6.766,18
Creek,Species_5,38.1,35.9,6.22,15
Creek,Species_5,50.0,48.7,15.5,29
Ocean,Species_6,44.5,41.0,9.02,0
Creek,Species_5,42.3,40.0,8.3,42
Creek,Species_5,61.7,57.2,27.046,46
Creek,Species_6,38.4,34.0,5.21,43
Creek,Species_5,62.2,55.0,30.0,13
Ocean,Species_6,34.5,32.1,5.31,48
Creek,Species_5,33.6,30.8,4.51,48
Creek,Species_6,36.2,34.5,6.0,46
Creek,Species_5,67.7,62.1,38.14,28
Ocean,Species_6,31.3,29.4,3.628,32
Creek,Species_5,50.0,47.1,15.703999999999999,3
Ocean,Species_6,42.17,37.73,7.62,29
Creek,Species_5,44.0,41.5,10.41,3
Creek,Species_5,39.8,37.2,7.5,33
Ocean,Species_6,58.1,50.3,19.12,18
Ocean,Species_6,33.53,31.57,4.4,8
Creek,Species_6,39.4,36.3,6.0,47
Ocean,Species_5,22.6,20.9,1.5,22
Ocean,Species_5,34.1,32.2,4.5,39
Ocean,Species_5,46.1,42.1,12.43,4
Creek,Species_5,43.0,42.0,9.3,31
Creek,Species_5,44.3,43.0,14.0,11
Creek,Species_5,43.8,41.1,11.036,38
Ocean,Species_5,37.9,34.3,5.56,44
Ocean,Species_6,43.8,42.8,10.21,8
Ocean,Species_5,44.4,44.3,10.552,21
Creek,Species_5,42.5,40.9,9.578,13
Creek,Species_6,49.6,43.6,11.93,50
Creek,Species_6,34.2,33.0,4.630000000000001,2
Ocean,Species_5,55.6,50.2,21.192,7
Ocean,Species_5,49.6,44.7,14.384,15
Creek,Species_5,38.5,37.3,6.13,14
Creek,Species_5,48.1,45.1,13.425999999999998,21
Creek,Species_5,42.5,41.7,9.0,46
Creek,Species_5,43.8,40.7,10.5,4
Creek,Species_5,62.7,57.1,26.4,0
Creek,Species_5,43.2,41.8,9.0,31
Creek,Species_5,48.0,44.5,13.5,14
Creek,Species_6,50.4,46.7,15.9,30
Creek,Species_5,49.9,45.6,15.254,14
Ocean,Species_5,6.1,5.9,0.07,27
Ocean,Species_6,33.5,31.7,4.322000000000001,41
Creek,Species_6,40.2,39.9,9.58,41
Ocean,Species_6,36.4,34.7,5.11,7
Creek,Species_5,62.7,61.6,32.0,3
Creek,Species_5,36.4,34.0,5.2,31
Creek,Species_6,35.3,32.4,4.628,13
Creek,Species_5,48.5,46.0,13.854,7
Ocean,Species_6,37.8,36.4,8.5,2
Ocean,Species_5,48.6,44.2,14.0,20
Creek,Species_6,32.0,29.7,3.2,37
Creek,Species_5,42.43,39.0,8.64,46
Creek,Species_5,41.6,40.15,7.73,22
Creek,Species_6,33.1,29.3,3.596,38
Creek,Species_5,52.2,48.0,16.08,16
Creek,Species_5,45.2,44.1,10.75,12
Ocean,Species_5,52.9,49.7,20.0,3
Creek,Species_5,43.7,41.6,9.98,22
Creek,Species_6,39.7,38.0,8.0,2
Ocean,Species_5,54.8,50.4,18.712,34
Creek,Species_5,44.6,41.3,10.526,24
Creek,Species_5,46.6,42.5,11.868,50
Creek,Species_6,50.37,46.13,15.09,3
Creek,Species_5,60.2,53.0,22.55,49
Creek,Species_5,44.3,42.1,10.234,9
Creek,Species_5,45.6,42.5,10.786000000000001,4
Creek,Species_5,54.0,51.2,18.682,9
Ocean,Species_6,30.0,28.8,2.96,15
Creek,Species_6,34.1,31.1,5.0,20
Ocean,Species_6,39.83,35.9,8.26,3
Creek,Species_5,39.4,36.2,7.06,36
Creek,Species_5,46.23,42.9,11.68,39
Creek,Species_5,45.0,44.83,11.96,31
Ocean,Species_5,40.8,39.9,8.06,7
Creek,Species_5,52.8,47.6,16.8,34
Creek,Species_6,37.1,35.2,5.0,31
Ocean,Species_6,48.6,43.8,14.5,37
Creek,Species_6,38.8,37.4,7.260000000000001,28
Ocean,Species_5,41.6,38.5,9.034,10
Ocean,Species_6,61.7,57.0,26.7,5
Ocean,Species_5,11.8,11.4,0.2,43
Ocean,Species_5,44.03,42.87,10.5,28
Ocean,Species_5,43.0,40.65,10.05,24
Ocean,Species_5,62.3,56.7,28.5,4
Creek,Species_6,35.0,30.8,5.5,8
Creek,Species_5,40.4,40.3,8.41,42
Creek,Species_5,47.0,41.6,12.239999999999998,17
Ocean,Species_6,34.5,32.6,5.04,3
Creek,Species_5,40.6,39.4,8.19,34
Ocean,Species_6,36.3,33.3,5.06,31
Creek,Species_5,55.1,50.8,18.0,43
Ocean,Species_6,41.1,39.2,7.5,47
Creek,Species_5,45.5,43.5,10.952,12
Ocean,Species_6,31.5,30.4,4.5,47
Creek,Species_5,44.0,42.0,11.27,46
Ocean,Species_5,40.2,38.7,8.5,29
Creek,Species_5,42.6,39.4,9.94,32
Creek,Species_6,42.0,37.4,6.45,5
Creek,Species_5,38.2,36.2,7.24,8
Ocean,Species_5,49.9,46.5,14.636000000000001,40
Creek,Species_6,35.0,31.6,5.01,14
Creek,Species_6,35.4,32.6,4.5,29
Ocean,Species_5,40.8,40.0,8.5,11
Ocean,Species_6,41.76,37.76,8.55,46
Ocean,Species_6,45.6,42.57,10.8,28
Creek,Species_5,41.6,38.3,8.42,35
Creek,Species_5,40.6,39.0,7.6800000000000015,13
Creek,Species_5,57.2,51.2,21.984,2
Creek,Species_5,35.2,34.4,5.184,47
Ocean,Species_5,49.9,47.9,15.15,11
Creek,Species_5,38.5,38.0,6.4,20
Ocean,Species_6,36.4,33.2,5.55,39
Creek,Species_6,44.6,42.5,11.64,31
Creek,Species_5,51.3,46.8,15.812000000000001,28
Ocean,Species_6,74.0,67.5,48.172,8
Creek,Species_6,30.5,29.3,2.92,35
Creek,Species_5,45.3,41.1,13.334,14
Ocean,Species_6,38.6,34.6,6.84,27
Creek,Species_6,33.0,29.4,3.23,48
Creek,Species_5,44.7,41.1,10.75,51
Creek,Species_5,50.8,45.5,14.37,48
Ocean,Species_6,37.6,34.0,7.0,49
Creek,Species_5,64.5,58.0,31.9,42
Ocean,Species_5,64.5,58.9,31.5,33
Creek,Species_5,45.3,45.5,11.080000000000002,18
Ocean,Species_6,30.83,29.43,4.0,27
Creek,Species_5,49.6,45.6,14.5,13
Creek,Species_5,42.3,42.8,9.494,50
Ocean,Species_6,22.4,21.2,0.86,27
Creek,Species_5,48.2,44.5,12.0,41
Creek,Species_5,56.7,47.9,16.802,23
Creek,Species_5,63.4,57.5,31.5,0
Creek,Species_5,50.7,46.8,15.05,0
Creek,Species_5,41.5,38.5,10.02,1
Ocean,Species_6,39.7,38.0,8.78,30
Creek,Species_5,57.4,52.8,22.6,47
Ocean,Species_5,40.0,37.7,7.71,14
Creek,Species_6,38.13,35.5,6.3,32
Ocean,Species_5,28.1,25.7,2.41,24
Creek,Species_5,39.0,35.5,6.85,27
Creek,Species_5,43.0,42.3,8.546000000000001,39
Creek,Species_5,54.5,47.7,17.636000000000003,48
Ocean,Species_6,35.8,33.0,5.15,2
Creek,Species_6,30.7,27.2,3.92,44
Creek,Species_5,48.0,45.0,12.206,41
Ocean,Species_6,55.6,48.1,15.75,9
Creek,Species_5,38.8,37.2,6.537999999999999,47
Creek,Species_5,50.6,46.7,15.2,42
Ocean,Species_5,64.1,60.4,31.5,9
Creek,Species_5,51.2,46.5,15.691999999999998,44
Creek,Species_6,39.7,36.3,5.57,43
Creek,Species_5,38.4,36.6,9.5,12
Creek,Species_5,44.5,39.6,10.5,36
Creek,Species_6,39.9,36.1,6.58,13
Creek,Species_6,36.3,33.3,5.43,22
Creek,Species_5,52.3,50.3,18.144000000000002,4
Ocean,Species_6,53.6,46.3,12.1,51
Creek,Species_5,72.0,66.5,43.0,15
Creek,Species_6,39.5,36.0,8.5,51
Creek,Species_5,45.7,41.5,13.32,18
Creek,Species_5,45.5,42.1,11.218,7
Creek,Species_5,40.5,37.3,7.962000000000001,6
Ocean,Species_5,36.4,35.0,5.5,9
Creek,Species_5,39.0,37.2,7.06,13
Creek,Species_5,65.7,60.2,32.544,45
Ocean,Species_6,40.0,36.1,8.0,8
Creek,Species_6,37.1,32.4,6.0,37
Creek,Species_5,41.0,41.8,8.076,5
Ocean,Species_5,38.5,36.6,5.2,7
Creek,Species_6,41.1,37.4,9.5,45
Creek,Species_5,43.3,41.4,9.5,49
Creek,Species_5,74.2,65.5,51.4,25
Creek,Species_6,37.0,34.6,5.8,8
Ocean,Species_6,31.7,28.0,3.85,51
Ocean,Species_5,54.2,50.6,18.8,20
Creek,Species_5,37.7,35.1,7.5,37
Creek,Species_5,41.9,40.8,9.7,40
Ocean,Species_5,51.2,49.9,19.5,44
Ocean,Species_5,43.7,42.3,10.148,18
Creek,Species_5,42.7,41.4,8.7,46
Creek,Species_6,45.8,41.6,10.4,45
Ocean,Species_6,40.7,37.03,8.85,8
Ocean,Species_6,36.0,33.1,5.6579999999999995,6
Creek,Species_5,70.8,66.3,41.546,12
Ocean,Species_6,33.0,29.0,3.4,7
Creek,Species_5,43.0,39.4,9.312000000000001,12
Ocean,Species_6,30.4,27.5,3.5,22
Creek,Species_5,86.5,76.1,78.47,12
Creek,Species_5,43.0,39.26,9.74,34
Ocean,Species_6,41.8,38.6,8.95,24
Ocean,Species_6,35.7,32.1,4.8,0
Creek,Species_5,39.5,38.4,7.348000000000001,14
Creek,Species_5,67.1,63.4,37.0,17
Creek,Species_5,40.3,38.9,8.21,50
Creek,Species_5,39.3,37.3,6.09,43
Creek,Species_6,33.4,28.3,3.7680000000000007,38
Creek,Species_6,29.5,26.8,2.6,12
Creek,Species_5,65.4,59.7,30.123999999999995,26
Creek,Species_5,40.0,38.5,9.26,45
Ocean,Species_6,41.0,36.8,7.91,23
Ocean,Species_6,33.5,30.6,3.39,20
Ocean,Species_6,45.9,38.7,9.75,11
Creek,Species_6,33.4,30.6,4.42,43
Creek,Species_5,43.2,41.0,9.682,36
Creek,Species_5,56.6,48.8,24.747999999999998,45
Creek,Species_5,39.6,38.0,7.298,11
Creek,Species_5,49.5,45.2,13.657999999999998,47
Creek,Species_5,44.8,44.2,10.526,20
Ocean,Species_5,45.0,43.0,12.0,45
Ocean,Species_5,41.0,39.8,8.648,41
Creek,Species_5,55.0,50.5,18.812,5
Creek,Species_5,45.6,41.8,12.5,11
Creek,Species_5,47.5,42.2,10.0,2
Creek,Species_5,38.6,36.5,6.504,48
Creek,Species_5,50.0,45.1,14.5,7
Creek,Species_6,36.2,33.2,5.59,0
Creek,Species_6,35.5,33.1,4.94,6
Ocean,Species_5,51.2,43.8,14.794,24
Creek,Species_5,39.1,37.6,6.7,25
Creek,Species_5,50.9,45.3,15.136,38
Creek,Species_5,47.8,42.9,12.398,37
Ocean,Species_5,48.3,43.3,12.84,23
Creek,Species_5,40.37,39.53,7.71,8
Creek,Species_6,26.9,25.9,2.93,22
Ocean,Species_6,38.1,34.6,5.18,17
Creek,Species_6,39.5,37.2,7.2,34
Creek,Species_5,45.0,44.1,10.422,36
Creek,Species_6,40.1,36.6,6.15,36
Ocean,Species_5,44.2,43.0,10.0,0
Ocean,Species_5,48.5,46.2,14.157999999999998,51
Creek,Species_6,26.6,26.4,3.08,37
Ocean,Species_5,71.0,64.5,28.0,32
Ocean,Species_6,34.5,31.4,4.65,45
Creek,Species_5,36.9,33.4,5.79,8
Creek,Species_5,60.0,53.5,24.32,32
Ocean,Species_5,57.3,52.5,18.044,4
Creek,Species_5,43.9,42.9,10.3,8
Creek,Species_5,52.7,50.8,18.204,21
Creek,Species_5,39.1,38.2,7.92,50
Ocean,Species_5,41.5,41.5,11.5,9
Creek,Species_5,37.7,36.2,6.0,1
Creek,Species_5,40.3,38.5,8.0,50
Creek,Species_6,32.4,28.9,3.74,35
Creek,Species_5,48.6,45.5,13.724,48
Ocean,Species_6,32.6,30.7,4.0,2
Ocean,Species_6,38.2,36.8,7.0,30
Ocean,Species_6,31.2,29.1,3.714,26
Creek,Species_7,44.5,43.2,8.93,8
Creek,Species_5,57.9,51.9,22.68,44
Creek,Species_5,44.13,41.87,10.28,6
Ocean,Species_6,34.5,33.0,4.0,47
Creek,Species_5,38.9,37.7,6.7,21
Creek,Species_5,62.2,57.9,29.5,2
Creek,Species_5,57.0,55.8,21.0,35
Ocean,Species_5,65.0,63.5,29.75,27
Creek,Species_5,39.0,38.6,7.05,49
Creek,Species_5,65.1,58.7,33.24,13
Creek,Species_5,39.0,37.5,6.816,43
Creek,Species_5,40.0,38.6,8.13,44
Ocean,Species_6,39.2,35.5,6.6,45
Ocean,Species_5,65.4,60.5,32.0,9
Creek,Species_6,37.71,36.27,5.54,49
Creek,Species_5,47.5,42.9,12.85,36
Creek,Species_6,45.5,40.2,10.8,48
Ocean,Species_6,35.8,32.5,5.6,49
Ocean,Species_6,38.7,35.7,6.7,17
Creek,Species_5,54.1,49.3,19.062,31
Creek,Species_6,32.1,29.9,4.5,39
Ocean,Species_6,38.1,34.8,6.33,37
Creek,Species_6,31.2,27.4,3.05,29
Ocean,Species_5,39.4,38.0,6.6,30
Creek,Species_5,38.8,38.4,7.4,44
Creek,Species_5,88.2,78.6,83.09,14
Creek,Species_5,71.1,64.1,36.084,50
Ocean,Species_5,88.3,79.4,80.6,14
Creek,Species_5,36.3,34.5,5.96,8
Creek,Species_5,48.8,45.6,13.258,15
Creek,Species_6,30.8,27.5,2.8,23
Creek,Species_5,44.0,42.2,10.35,33
Creek,Species_5,51.9,45.0,15.0,9
Creek,Species_5,39.9,39.0,7.906000000000001,16
Ocean,Species_5,43.4,39.6,10.06,49
Creek,Species_5,33.3,31.6,4.4,25
Creek,Species_5,44.4,41.0,10.054,18
Ocean,Species_5,41.0,39.0,8.15,47
Ocean,Species_6,42.3,39.1,9.219999999999999,7
Creek,Species_5,41.5,38.8,8.542,47
Creek,Species_5,49.9,41.1,11.802000000000001,3
Ocean,Species_5,43.6,42.3,10.309999999999999,6
Ocean,Species_5,43.3,41.2,9.87,45
Creek,Species_5,44.8,43.9,11.41,35
Creek,Species_5,44.9,41.0,9.88,18
Creek,Species_6,42.9,39.3,9.22,31
Ocean,Species_5,44.7,42.1,10.5,23
Creek,Species_5,40.64,40.64,9.25,19
Creek,Species_5,52.9,47.6,16.982,10
Ocean,Species_6,27.5,25.9,2.8,6
Creek,Species_5,43.6,40.8,9.104,7
Creek,Species_5,58.4,52.1,22.279999999999998,17
Creek,Species_6,41.2,35.3,8.138,48
Creek,Species_6,38.0,37.4,7.05,48
Creek,Species_5,41.1,38.1,5.99,32
Creek,Species_5,47.8,43.4,12.274000000000001,10
Creek,Species_5,53.0,48.1,16.4,24
Ocean,Species_5,41.1,37.7,7.9,26
Creek,Species_6,39.7,36.5,7.0,12
Creek,Species_5,65.0,58.7,32.4,24
Creek,Species_5,48.5,44.6,12.89,20
Ocean,Species_6,39.5,36.2,6.35,43
Creek,Species_6,32.9,32.1,4.422,49
Creek,Species_5,36.4,34.1,5.862,51
Ocean,Species_6,33.89,30.0,4.41,49
Ocean,Species_5,67.6,64.2,38.5,24
Creek,Species_5,43.0,39.5,8.0,8
Ocean,Species_6,57.8,49.6,15.75,5
Creek,Species_5,44.9,42.5,11.096,46
Ocean,Species_5,48.3,44.3,15.5,6
Ocean,Species_5,40.8,40.7,8.5,46
Ocean,Species_6,33.2,31.2,3.6,49
Ocean,Species_6,35.5,32.7,5.75,14
Creek,Species_5,56.8,53.1,21.619999999999997,49
Creek,Species_5,40.1,38.1,7.5,23
Creek,Species_6,31.6,31.8,4.0,19
Ocean,Species_6,49.1,45.0,13.638,1
Ocean,Species_5,36.4,34.9,4.0,33
Ocean,Species_6,31.3,28.5,3.31,30
Ocean,Species_6,33.0,31.9,4.354,31
Creek,Species_5,48.1,41.5,14.34,2
Ocean,Species_5,38.1,38.8,4.5,48
Ocean,Species_5,42.0,42.0,8.61,18
Ocean,Species_6,42.0,40.2,8.32,20
Creek,Species_5,49.7,44.6,14.514,49
Creek,Species_6,31.6,30.5,4.1,39
Creek,Species_6,29.2,26.2,2.91,47
Creek,Species_5,47.0,43.5,11.430000000000001,7
Creek,Species_6,36.2,33.5,5.0,1
Creek,Species_5,44.6,43.5,9.05,14
Creek,Species_5,42.1,39.9,9.0,42
Creek,Species_5,42.0,39.3,9.24,16
Creek,Species_5,45.2,42.4,11.5,46
Creek,Species_5,38.9,38.0,6.63,11
Creek,Species_5,42.47,39.63,10.43,39
Ocean,Species_6,31.5,28.0,4.5,1
Creek,Species_5,41.7,40.2,8.527999999999999,36
Creek,Species_6,53.7,46.0,17.06,8
Creek,Species_5,42.5,40.5,8.584,43
Ocean,Species_5,83.2,81.0,67.0,31
Creek,Species_5,53.5,50.0,18.696,42
Creek,Species_6,41.8,38.5,8.7,26
Creek,Species_6,42.5,39.8,8.9,43
Creek,Species_5,57.3,52.9,22.5,24
Ocean,Species_6,47.2,43.4,12.309999999999999,6
Creek,Species_5,70.0,59.6,37.11,6
Creek,Species_6,32.5,30.5,4.0,2
Ocean,Species_5,68.8,61.1,41.5,40
Creek,Species_5,38.6,37.4,5.8,49
Ocean,Species_5,41.3,39.1,8.9,15
Creek,Species_5,41.5,40.2,8.71,6
Creek,Species_5,76.2,65.3,48.31,0
Ocean,Species_5,38.7,36.1,6.4,0
Ocean,Species_6,35.2,32.2,3.8,46
Ocean,Species_6,36.0,35.1,6.5,39
Ocean,Species_6,35.5,34.0,5.6,48
Creek,Species_5,40.8,39.6,8.175999999999998,18
Creek,Species_6,37.2,33.5,5.2,51
Ocean,Species_5,50.3,45.7,15.080000000000002,16
Creek,Species_6,32.5,30.5,4.5,30
Creek,Species_5,40.8,38.0,8.5,34
Creek,Species_5,58.1,53.5,23.16,1
Creek,Species_5,41.6,39.3,8.4,7
Creek,Species_5,71.2,62.1,39.8,33
Ocean,Species_5,46.4,40.0,11.866000000000001,40
Ocean,Species_6,36.5,33.7,5.41,29
Creek,Species_5,38.2,36.5,7.036000000000001,42
Creek,Species_5,38.2,35.9,6.348,45
Creek,Species_5,47.5,43.1,15.0,11
Creek,Species_5,42.5,41.9,8.0,23
Creek,Species_5,39.3,38.0,7.13,11
Ocean,Species_6,39.9,37.7,7.8,6
Ocean,Species_5,75.0,72.6,47.8,18
Ocean,Species_6,37.7,36.3,6.118,1
Ocean,Species_6,40.0,38.6,7.0,37
Ocean,Species_6,34.0,31.9,4.6,18
Creek,Species_5,44.5,42.0,9.88,39
Creek,Species_5,41.3,39.5,7.68,5
Creek,Species_5,38.8,38.3,7.3,34
Ocean,Species_5,45.4,44.3,10.73,26
Ocean,Species_5,60.4,55.9,25.639999999999997,14
Ocean,Species_6,33.3,28.9,3.54,15
